Fs=100
t,x
13.61,512
13.62,505
13.63,514
13.64,509
13.65,506
13.66,511
13.67,510
13.68,514
13.69,509
13.7,509
13.71,511
13.72,506
13.73,511
13.74,510
13.75,508
13.76,510
13.77,507
13.78,512
13.79,509
13.8,510
13.81,509
13.82,506
13.83,512
13.84,509
13.85,507
13.86,512
13.87,508
13.88,512
13.89,508
13.9,509
13.91,511
13.92,507
13.93,515
13.94,511
13.95,508
13.96,511
13.97,504
13.98,515
13.99,508
14,511
14.01,510
14.02,504
14.03,510
14.04,507
14.05,508
14.06,513
14.07,505
14.08,512
14.09,508
14.1,508
14.11,512
14.12,507
14.13,510
14.14,510
14.15,511
14.16,510
14.17,506
14.18,510
14.19,511
14.2,509
14.21,511
14.22,505
14.23,512
14.24,512
14.25,509
14.26,510
14.27,506
14.28,514
14.29,508
14.3,508
14.31,510
14.32,507
14.33,512
14.34,505
14.35,509
14.36,511
14.37,507
14.38,511
14.39,509
14.4,508
14.41,512
14.42,508
14.43,512
14.44,510
14.45,510
14.46,514
14.47,505
14.48,511
14.49,508
14.5,506
14.51,510
14.52,507
14.53,515
14.54,508
14.55,508
14.56,512
14.57,506
14.58,512
14.59,510
14.6,508
14.61,514
14.62,504
14.63,513
14.64,508
14.65,508
14.66,512
14.67,507
14.68,513
14.69,509
14.7,508
14.71,511
14.72,506
14.73,512
14.74,510
14.75,505
14.76,513
14.77,507
14.78,512
14.79,510
14.8,506
14.81,511
14.82,503
14.83,510
14.84,509
14.85,508
14.86,513
14.87,507
14.88,514
14.89,510
14.9,510
14.91,510
14.92,507
14.93,511
14.94,509
14.95,508
14.96,515
14.97,505
14.98,512
14.99,511
15,508
15.01,514
15.02,506
15.03,510
15.04,511
15.05,506
15.06,516
15.07,506
15.08,512
15.09,508
15.1,509
15.11,516
15.12,505
15.13,510
15.14,510
15.15,508
15.16,514
15.17,505
15.18,514
15.19,511
15.2,507
15.21,510
15.22,505
15.23,512
15.24,508
15.25,511
15.26,509
15.27,504
15.28,512
15.29,512
15.3,509
15.31,514
15.32,507
15.33,510
15.34,510
15.35,508
15.36,516
15.37,503
15.38,512
15.39,510
15.4,509
15.41,515
15.42,502
15.43,511
15.44,510
15.45,510
15.46,513
15.47,508
15.48,513
15.49,512
15.5,510
15.51,512
15.52,506
15.53,511
15.54,509
15.55,507
15.56,516
15.57,505
15.58,512
15.59,511
15.6,510
15.61,507
15.62,508
15.63,511
15.64,512
15.65,508
15.66,511
15.67,508
15.68,511
15.69,510
15.7,510
15.71,513
15.72,509
15.73,511
15.74,509
15.75,508
15.76,514
15.77,505
15.78,510
15.79,511
15.8,508
15.81,512
15.82,508
15.83,511
15.84,508
15.85,508
15.86,513
15.87,505
15.88,509
15.89,510
15.9,506
15.91,513
15.92,506
15.93,510
15.94,510
15.95,511
15.96,513
15.97,501
15.98,511
15.99,512
16,507
16.01,515
16.02,507
16.03,514
16.04,509
16.05,506
16.06,513
16.07,505
16.08,513
16.09,509
16.1,507
16.11,514
16.12,505
16.13,515
16.14,512
16.15,507
16.16,517
16.17,508
16.18,512
16.19,511
16.2,510
16.21,511
16.22,507
16.23,510
16.24,507
16.25,506
16.26,513
16.27,509
16.28,511
16.29,511
16.3,508
16.31,515
16.32,507
16.33,511
16.34,509
16.35,508
16.36,512
16.37,508
16.38,511
16.39,509
16.4,508
16.41,513
16.42,508
16.43,513
16.44,507
16.45,508
16.46,514
16.47,505
16.48,511
16.49,511
16.5,507
16.51,513
16.52,508
16.53,513
16.54,510
16.55,505
16.56,513
16.57,508
16.58,513
16.59,512
16.6,507
16.61,515
16.62,507
16.63,513
16.64,511
16.65,509
16.66,516
16.67,508
16.68,512
16.69,509
16.7,509
16.71,518
16.72,508
16.73,511
16.74,509
16.75,507
16.76,512
16.77,508
16.78,511
16.79,515
16.8,510
16.81,513
16.82,505
16.83,505
16.84,512
16.85,508
16.86,510
16.87,514
16.88,510
16.89,515
16.9,510
16.91,519
16.92,506
16.93,513
16.94,511
16.95,509
16.96,513
16.97,507
16.98,515
16.99,507
17,507
17.01,504
17.02,508
17.03,513
17.04,511
17.05,507
17.06,518
17.07,500
17.08,510
17.09,511
17.1,513
17.11,513
17.12,505
17.13,506
17.14,500
17.15,510
17.16,514
17.17,509
17.18,511
17.19,510
17.2,510
17.21,516
17.22,504
17.23,511
17.24,508
17.25,503
17.26,510
17.27,507
17.28,511
17.29,514
17.3,507
17.31,515
17.32,500
17.33,514
17.34,510
17.35,506
17.36,515
17.37,507
17.38,511
17.39,508
17.4,503
17.41,515
17.42,507
17.43,509
17.44,523
17.45,511
17.46,518
17.47,508
17.48,513
17.49,507
17.5,505
17.51,519
17.52,512
17.53,514
17.54,511
17.55,505
17.56,519
17.57,509
17.58,510
17.59,504
17.6,504
17.61,514
17.62,508
17.63,513
17.64,515
17.65,507
17.66,517
17.67,504
17.68,515
17.69,509
17.7,507
17.71,518
17.72,507
17.73,512
17.74,512
17.75,512
17.76,508
17.77,500
17.78,511
17.79,508
17.8,517
17.81,513
17.82,513
17.83,513
17.84,509
17.85,505
17.86,512
17.87,506
17.88,519
17.89,514
17.9,515
17.91,517
17.92,527
17.93,507
17.94,509
17.95,504
17.96,496
17.97,501
17.98,508
17.99,510
18,504
18.01,512
18.02,505
18.03,490
18.04,509
18.05,500
18.06,517
18.07,510
18.08,501
18.09,497
18.1,504
18.11,502
18.12,497
18.13,494
18.14,457
18.15,518
18.16,478
18.17,503
18.18,536
18.19,541
18.2,528
18.21,512
18.22,519
18.23,505
18.24,534
18.25,467
18.26,529
18.27,514
18.28,520
18.29,513
18.3,574
18.31,467
18.32,544
18.33,517
18.34,481
18.35,555
18.36,527
18.37,527
18.38,527
18.39,502
18.4,496
18.41,562
18.42,502
18.43,482
18.44,521
18.45,568
18.46,551
18.47,521
18.48,495
18.49,491
18.5,518
18.51,538
18.52,502
18.53,505
18.54,527
18.55,499
18.56,517
18.57,502
18.58,516
18.59,514
18.6,538
18.61,506
18.62,502
18.63,480
18.64,516
18.65,534
18.66,537
18.67,510
18.68,535
18.69,595
18.7,482
18.71,522
18.72,527
18.73,508
18.74,483
18.75,527
18.76,503
18.77,518
18.78,539
18.79,512
18.8,490
18.81,507
18.82,503
18.83,519
18.84,563
18.85,478
18.86,531
18.87,521
18.88,544
18.89,563
18.9,379
18.91,473
18.92,538
18.93,502
18.94,583
18.95,474
18.96,459
18.97,464
18.98,535
18.99,490
19,580
19.01,460
19.02,499
19.03,503
19.04,523
19.05,502
19.06,498
19.07,512
19.08,500
19.09,503
19.1,506
19.11,539
19.12,475
19.13,529
19.14,428
19.15,476
19.16,499
19.17,500
19.18,515
19.19,506
19.2,493
19.21,540
19.22,525
19.23,507
19.24,489
19.25,511
19.26,545
19.27,471
19.28,563
19.29,536
19.3,483
19.31,565
19.32,436
19.33,523
19.34,508
19.35,511
19.36,496
19.37,480
19.38,537
19.39,517
19.4,529
19.41,487
19.42,528
19.43,558
19.44,532
19.45,487
19.46,497
19.47,529
19.48,514
19.49,494
19.5,481
19.51,487
19.52,496
19.53,512
19.54,512
19.55,508
19.56,509
19.57,504
19.58,511
19.59,520
19.6,485
19.61,520
19.62,503
19.63,508
19.64,512
19.65,506
19.66,517
19.67,502
19.68,514
19.69,511
19.7,508
19.71,521
19.72,519
19.73,489
19.74,516
19.75,519
19.76,513
19.77,508
19.78,513
19.79,516
19.8,457
19.81,526
19.82,521
19.83,509
19.84,516
19.85,509
19.86,508
19.87,514
19.88,519
19.89,482
19.9,509
19.91,529
19.92,491
19.93,517
19.94,528
19.95,482
19.96,550
19.97,517
19.98,524
19.99,498
20,475
20.01,525
20.02,507
20.03,516
20.04,511
20.05,508
20.06,491
20.07,490
20.08,516
20.09,515
20.1,510
20.11,486
20.12,532
20.13,512
20.14,514
20.15,510
20.16,525
20.17,491
20.18,511
20.19,505
20.2,494
20.21,532
20.22,504
20.23,519
20.24,509
20.25,508
20.26,500
20.27,519
20.28,509
20.29,507
20.3,511
20.31,510
20.32,494
20.33,510
20.34,516
20.35,504
20.36,527
20.37,487
20.38,523
20.39,512
20.4,497
20.41,518
20.42,504
20.43,513
20.44,513
20.45,512
20.46,519
20.47,505
20.48,509
20.49,512
20.5,509
20.51,515
20.52,511
20.53,512
20.54,508
20.55,505
20.56,519
20.57,502
20.58,510
20.59,514
20.6,504
20.61,519
20.62,510
20.63,506
20.64,515
20.65,501
20.66,513
20.67,507
20.68,508
20.69,507
20.7,502
20.71,521
20.72,509
20.73,510
20.74,506
20.75,515
20.76,521
20.77,504
20.78,513
20.79,513
20.8,502
20.81,515
20.82,513
20.83,513
20.84,508
20.85,499
20.86,520
20.87,499
20.88,508
20.89,504
20.9,508
20.91,532
20.92,503
20.93,544
20.94,533
20.95,484
20.96,520
20.97,583
20.98,536
20.99,598
21,495
21.01,577
21.02,530
21.03,448
21.04,489
21.05,473
21.06,568
21.07,510
21.08,509
21.09,494
21.1,557
21.11,549
21.12,456
21.13,506
21.14,505
21.15,521
21.16,447
21.17,520
21.18,568
21.19,508
21.2,659
21.21,506
21.22,535
21.23,501
21.24,448
21.25,493
21.26,527
21.27,447
21.28,542
21.29,495
21.3,511
21.31,531
21.32,495
21.33,528
21.34,524
21.35,492
21.36,526
21.37,477
21.38,537
21.39,497
21.4,527
21.41,487
21.42,519
21.43,502
21.44,508
21.45,488
21.46,534
21.47,457
21.48,448
21.49,497
21.5,534
21.51,514
21.52,540
21.53,508
21.54,509
21.55,514
21.56,496
21.57,512
21.58,462
21.59,505
21.6,507
21.61,510
21.62,514
21.63,496
21.64,536
21.65,541
21.66,513
21.67,503
21.68,514
21.69,509
21.7,504
21.71,512
21.72,495
21.73,511
21.74,508
21.75,499
21.76,520
21.77,501
21.78,500
21.79,512
21.8,491
21.81,522
21.82,490
21.83,520
21.84,515
21.85,500
21.86,523
