Fs=250
t,x
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7
38.688,-11752.54723,-6987.691759,-177610.5601,-178679.6664,20170.66123,117725.9004,18900.4563,28233.71777
38.692,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169113.6338,-152553.4275
38.696,-11917.05607,-7254.035146,-176636.7393,-178187.8833,19872.53366,117467.7601,18990.53383,28102.1554
38.7,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169056.7263,-152522.8503
38.704,-11727.04389,-7023.856881,-177549.3386,-178621.9542,20156.33376,117690.6294,19034.72323,28339.68739
38.708,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169123.938,-152559.686
38.712,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169077.7369,-152537.3343
38.716,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169065.1976,-152529.6676
38.72,-11768.28286,-7123.053923,-177418.1786,-178519.0467,20069.0502,117696.8432,19321.16083,28458.79983
38.724,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169132.4316,-152562.5023
38.728,-11795.90962,-7201.463843,-177298.9991,-178438.1111,20030.06876,117641.1426,19484.7309,28538.34969
38.732,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169153.0176,-152570.1243
38.736,-11650.71269,-7173.837086,-177124.5214,-178149.7959,20134.33965,117515.3247,19786.99354,28215.43404
38.74,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169181.4267,-152585.3682
38.744,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169167.8592,-152572.3595
38.748,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169144.4569,-152564.9387
38.752,-11404.55293,-7172.47363,-177247.5901,-178236.7442,20239.19168,117562.0174,19595.66261,28867.38972
38.756,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169155.4986,-152574.4382
38.76,-11782.29741,-7418.365171,-176343.6185,-177670.2839,19892.47142,117212.1903,19613.00756,29130.84973
38.764,-11727.178,-7502.273619,-176281.883,-177658.0128,19845.21983,117202.579,19545.81822,29239.23334
38.768,-11457.61597,-7126.585499,-177168.7555,-178161.6647,20228.46284,117484.5687,19714.32802,28589.22226
38.772,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169235.3167,-152615.6548
38.776,-11697.60665,-7565.394946,-176228.5294,-177727.3032,19833.84279,117260.6265,19408.75732,29388.94533
38.78,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169197.5423,-152594.1748
38.784,-11411.90665,-7329.762856,-177146.9178,-178251.6528,20151.97517,117536.8717,19390.31713,29259.52873
38.788,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169252.8628,-152626.3389
38.792,-11657.19469,-7717.610326,-176057.9856,-177676.0954,19776.97996,117223.7238,19269.93063,29568.04986
38.796,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169202.5267,-152598.5333
38.8,-11386.9174,-7407.97161,-176923.6463,-178163.7881,20155.4844,117496.3704,18992.14315,29559.42208
38.804,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169269.2243,-152637.783
38.808,-11636.02759,-7683.658026,-175879.4175,-177585.3697,19855.88161,117257.4749,18807.16012,29614.87676
38.812,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169211.1545,-152609.7092
38.816,-11432.22438,-7468.187209,-176627.4409,-178097.8058,20122.29206,117471.7835,18701.72694,29774.11059
38.82,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169278.3885,-152646.3661
38.824,-11581.84696,-7734.865872,-175689.1371,-177604.8827,19820.65526,117265.0745,18783.8696,29554.48235
38.828,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169218.3965,-152619.8569
38.832,-11365.01269,-7525.184158,-176311.1191,-178041.2782,20090.8655,117505.7358,18726.51502,29834.01326
38.836,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169291.062,-152660.0006
38.84,-11430.34684,-7689.357721,-175570.0246,-177700.2576,19908.65408,117380.566,18856.46806,29392.11928
38.844,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169232.2322,-152633.0444
38.848,-11391.27599,-7647.023517,-175939.5213,-178002.6991,20003.31372,117477.7067,18629.28493,29899.10154
38.852,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169295.8452,-152664.4486
38.856,-11386.11274,-7674.091479,-175392.7529,-177797.3089,19933.75509,117521.5384,18761.4061,29302.1535
38.86,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169246.4032,-152645.9861
38.864,-11428.514,-7675.521991,-175548.4105,-177948.362,19937.84546,117574.3109,18526.69043,29945.10143
38.868,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169302.3496,-152672.227
38.872,-11341.67747,-7613.786473,-175221.0021,-177884.5478,19944.93096,117589.0854,18714.33332,29240.41799
38.876,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169256.8638,-152654.8374
38.88,-11462.10867,-7711.173023,-175177.528,-177882.1561,19851.76889,117516.3305,18473.35916,30005.07116
38.884,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169300.9638,-152680.7878
38.888,-11302.74073,-7581.84583,-175064.8081,-177950.9771,19976.64809,117614.0747,18670.92623,29230.60557
38.892,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169275.0134,-152667.3767
38.896,-11468.97065,-7723.667648,-174876.9417,-177836.5586,19825.68441,117513.7824,18470.83342,30010.25677
38.9,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169310.9997,-152677.1221
38.904,-11446.84243,-7776.171896,-174615.8063,-177810.027,19834.31218,117488.7037,18493.47573,29976.30447
38.908,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169323.3826,-152681.3466
38.912,-11201.1744,-7572.726318,-174927.7696,-178049.8166,20065.98801,117670.3787,18623.16056,29209.46082
38.916,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169329.1493,-152692.053
38.92,-11460.47699,-7867.501124,-174320.5398,-177730.0749,19773.6719,117438.4347,18462.16094,29933.09855
38.924,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169333.6867,-152686.3757
38.928,-11109.95693,-7556.61071,-174841.8495,-178166.0009,20103.42718,117711.1259,18620.32188,29231.85727
38.932,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169352.194,-152705.1288
38.936,-11417.31577,-7869.043394,-174076.5481,-177737.1604,19784.49014,117458.8865,18526.91394,29860.81301
38.94,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169336.1678,-152688.1638
38.944,-11094.04249,-7551.380402,-174772.2685,-178142.5539,20114.78187,117723.5535,18605.14505,29324.39349
38.948,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169371.5953,-152714.226
38.952,-11410.29732,-7877.782926,-173870.5097,-177693.8427,19778.79045,117452.6057,18552.23847,29805.35833
38.956,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169344.3262,-152692.5448
38.96,-11075.08821,-7516.489329,-174684.7838,-178153.551,20165.90031,117750.7109,18602.41814,29429.22317
38.964,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169395.9364,-152720.9762
38.968,-11391.38775,-7827.580908,-173727.235,-177665.7912,19786.92648,117446.0342,18590.19173,29741.96878
38.972,-11072.65187,-7526.860538,-174448.6376,-178156.3673,20105.81882,117678.2912,18542.76133,29737.0961
38.976,-11079.42445,-7492.640018,-174579.7976,-178151.5393,20133.62439,117720.2007,18569.53872,29583.65137
38.98,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169422.1326,-152727.9052
38.984,-11316.93409,-7789.851164,-173653.6755,-177688.0312,19818.21892,117460.6299,18626.58037,29696.01359
38.988,-11280.72426,-7773.266169,-173620.3714,-177724.1069,19809.16647,117414.2948,18614.1528,29647.28679
38.992,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169380.7148,-152704.9724
38.996,-11076.92105,-7508.733274,-174266.4262,-178096.7999,20104.47772,117626.4352,18502.99758,29881.75659
39,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169469.8983,-152742.8809
39.004,-11203.74485,-7679.23238,-173687.9407,-177769.7939,19859.592,117466.1732,18659.83977,29580.74565
39.008,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169404.9441,-152714.1366
39.012,-11158.54963,-7564.098545,-174035.2644,-178034.7291,19973.89882,117544.9407,18440.81502,30066.31494
39.016,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169492.5853,-152742.9927
39.02,-11144.87036,-7613.026513,-173683.1574,-177822.4546,19882.05551,117491.2295,18648.97682,29592.36855
39.024,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169443.0091,-152716.2376
39.028,-11159.33194,-7570.357033,-173772.2738,-177994.496,19924.07679,117524.1983,18430.64498,30262.98794
39.032,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169612.0107,-152749.0053
39.036,-11108.23585,-7595.368635,-173012.5604,-177897.9365,19769.31331,117615.7063,18526.44456,30623.96862
39.04,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169523.3637,-152727.8158
39.044,-10877.87877,-7380.858944,-173637.7387,-177991.9255,20028.07945,117840.6319,18776.8735,29651.44421
39.048,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169600.4995,-152736.8683
39.052,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169703.1834,-152747.1501
39.056,-10733.77707,-7319.101074,-172724.2229,-178214.8842,19930,117769.7099,18637.73389,30295.30857
39.06,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169713.0853,-152750.6817
39.064,-11087.02404,-7624.247089,-172712.4435,-177865.6382,19694.77024,117583.8551,18517.28034,30682.59724
39.068,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169801.3299,-152764.3833
39.072,-10994.8231,-7592.395853,-171396.9316,-177881.5079,19666.83056,117586.135,18684.58315,30459.37037
39.076,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169757.9676,-152757.946
39.08,-10717.52736,-7292.010759,-172855.2935,-178206.5246,19967.26036,117782.5845,18661.15852,30182.02992
39.084,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169776.363,-152745.1608
39.088,-10830.82835,-7406.295229,-172364.5386,-178227.5353,19868.24213,117745.4806,18613.37049,30586.28357
39.092,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169837.9421,-152781.3706
39.096,-10978.72984,-7587.500821,-171553.0138,-177849.7908,19654.06771,117569.3488,18671.35092,30432.8165
39.1,-10941.82711,-7439.889901,-171141.5405,-177959.2473,19669.57982,117579.4742,18693.92618,30596.2748
39.104,-10792.361,-7375.114545,-172545.6995,-178255.9443,19875.48409,117737.5904,18620.85833,30434.47053
39.108,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169832.9577,-152771.6923
39.112,-10979.69097,-7417.001714,-171911.0217,-178150.2429,19728.92371,117639.131,18521.25895,31121.25023
39.116,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169873.7943,-152802.0683
39.12,-10974.66182,-7528.715733,-171261.1671,-177927.8878,19654.06771,117589.9124,18681.72213,30564.51298
39.124,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169845.117,-152787.0256
39.128,-11010.46932,-7442.929738,-171633.726,-178092.4637,19676.08418,117574.4003,18513.63701,31268.03413
39.132,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169894.4697,-152812.1937
39.136,-10830.56013,-7354.148609,-171064.9635,-178042.217,19743.94408,117633.3866,18758.88035,30583.4449
39.14,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169857.0305,-152798.5591
39.144,-10949.58317,-7421.717932,-171365.2592,-178057.215,19664.7295,117591.3429,18546.1588,31334.64233
39.148,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169906.2714,-152819.2792
39.152,-10747.34458,-7309.57923,-171021.467,-178078.695,19759.79146,117677.4642,18782.6179,30577.54404
39.156,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169868.0052,-152808.8856
39.16,-11000.76866,-7493.019997,-171045.6739,-177985.22,19566.42652,117522.9913,18504.18222,31421.3671
39.164,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169908.1936,-152816.8652
39.168,-10713.32523,-7286.556934,-170911.0494,-178138.5977,19760.01498,117669.0376,18737.825,30647.57206
39.172,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169880.1869,-152819.525
39.176,-10944.26345,-7441.119247,-170772.2003,-177962.8236,19586.16311,117540.6939,18554.94303,31427.37972
39.18,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169914.4745,-152821.045
39.184,-10656.01536,-7212.729122,-170873.4537,-178147.6501,19799.71168,117695.9491,18752.28658,30705.03839
39.188,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169889.5746,-152827.3705
39.192,-10938.51905,-7445.433133,-170496.2904,-177911.8839,19536.18461,117505.7134,18551.03148,31436.85686
39.196,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169919.526,-152825.2694
39.2,-10609.88135,-7180.743775,-170848.7774,-178179.3673,19805.1208,117702.1852,18740.2837,30774.79819
39.204,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169907.8137,-152842.4356
39.208,-10917.62017,-7422.679057,-170255.6515,-177885.9112,19507.90966,117484.2334,18574.83608,31405.40795
39.212,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169927.595,-152832.3549
39.216,-10583.61805,-7127.8819,-170819.0719,-178232.2068,19802.95268,117711.4836,18710.8688,30844.71444
39.22,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169925.6056,-152854.6396
39.224,-10882.7291,-7392.86183,-170055.1787,-177901.9374,19499.12542,117476.9914,18597.59016,31326.64041
39.228,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169938.4132,-152843.4414
39.232,-10545.73185,-7061.988957,-170797.6813,-178255.6761,19854.87579,117749.0792,18731.9912,30930.99218
39.236,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169948.3374,-152872.0069
39.24,-10874.63777,-7335.127274,-169874.9789,-177892.7508,19467.18478,117462.9992,18631.31894,31288.01659
39.244,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169939.9331,-152848.1353
39.248,-10659.43517,-7086.665283,-170629.6185,-178251.0493,19731.4718,117649.9716,18625.5969,31159.91874
39.252,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169956.6075,-152876.0526
39.256,-10883.06438,-7362.396403,-169585.0768,-177826.7685,19426.75047,117411.5232,18604.92153,31340.87847
39.26,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169937.2062,-152849.387
39.264,-10597.69965,-7092.700254,-170379.1002,-178250.2894,19720.60886,117637.4546,18587.21895,31396.62372
39.268,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169962.6648,-152877.6619
39.272,-10829.08491,-7288.43448,-169355.2562,-177858.4409,19470.38108,117475.9632,18669.96511,31316.53742
39.276,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169931.7971,-152848.7611
39.28,-10755.45827,-7158.883769,-170080.5032,-178216.8735,19645.23877,117597.7579,18543.34248,31601.92449
39.284,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169966.9564,-152877.9078
39.288,-10814.98096,-7270.575436,-169121.6357,-177917.4272,19536.49754,117508.7532,18715.24974,31311.01654
39.292,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169927.9079,-152849.4764
39.296,-10775.15015,-7184.185944,-169770.5739,-178160.9718,19631.96184,117581.2847,18533.68652,31767.01448
39.3,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169972.1867,-152880.5006
39.304,-10767.4835,-7228.151825,-168957.1046,-177969.4397,19540.81142,117526.2323,18737.31091,31260.97098
39.308,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169928.6455,-152855.869
39.312,-10835.23164,-7251.889378,-169426.5806,-178089.245,19544.52181,117497.0186,18478.36596,31878.90731
39.316,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169976.2771,-152881.2829
39.32,-10684.17855,-7154.882807,-168816.9591,-178027.733,19613.29813,117577.7307,18780.76271,31190.00419
39.324,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169936.2004,-152864.6085
39.328,-10876.58237,-7287.115727,-169094.2549,-178044.631,19491.41407,117469.0118,18481.31639,31959.61946
39.332,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169983.2508,-152882.624
39.336,-10688.35833,-7165.656348,-168652.0032,-178050.9118,19622.50705,117579.653,18777.25348,31187.79137
39.34,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169939.1732,-152866.4861
39.344,-10937.98261,-7381.350682,-168639.7768,-177961.5719,19418.50268,117396.2793,18472.21923,32060.09055
39.348,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169980.9486,-152877.1031
39.352,-10666.61008,-7200.636828,-168418.7628,-178153.0146,19629.16787,117576.9708,18777.92403,31256.61239
39.356,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169947.0186,-152871.8728
39.36,-10943.10116,-7438.146465,-168179.6662,-177920.1988,19338.23756,117362.6399,18507.87026,32199.83366
39.364,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169983.3626,-152876.3879
39.368,-10612.60827,-7154.122848,-168208.8129,-178192.2642,19626.75388,117602.6529,18800.65576,31466.94231
39.372,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169958.6862,-152879.316
39.376,-10957.42863,-7478.44666,-167703.0599,-177871.539,19242.05801,117334.8343,18532.56894,32398.89829
39.38,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169981.9097,-152874.7562
39.384,-10596.44796,-7152.893502,-167963.4578,-178200.1991,19584.06205,117613.8958,18784.31663,31716.07485
39.388,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169970.4432,-152886.4909
39.392,-11007.0048,-7505.693436,-167245.0503,-177816.6879,19152.13694,117296.9481,18554.76422,32566.55873
39.396,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169981.3509,-152875.2256
39.4,-10629.77441,-7152.647633,-167755.3183,-178239.6499,19558.69282,117614.1641,18764.66945,31974.05868
39.404,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169989.5093,-152898.1808
39.408,-10937.75909,-7479.787765,-167053.6076,-177826.612,19132.31094,117320.3057,18637.53273,32586.22826
39.412,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169985.7989,-152882.0205
39.416,-10558.13707,-7125.780836,-167914.3063,-178266.9638,19512.46941,117611.9065,18774.54892,32063.01863
39.42,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170004.5073,-152906.3616
39.424,-10923.27516,-7502.720654,-167093.6396,-177818.9454,19069.6143,117264.6051,18671.57443,32429.05079
39.428,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169978.0428,-152880.8806
39.432,-10576.93488,-7158.146162,-168009.0777,-178253.1057,19475.81255,117548.7405,18725.35273,32148.55875
39.436,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170015.6161,-152914.967
39.44,-10879.26458,-7493.332922,-167130.1847,-177817.4925,19076.83391,117275.021,18731.54416,32320.1531
39.444,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169976.59,-152888.3684
39.448,-10624.36528,-7236.041991,-167999.9135,-178228.2505,19435.28884,117515.4364,18695.33434,32244.24657
39.452,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170030.3012,-152926.4111
39.456,-10797.97128,-7458.419497,-167068.6727,-177855.0435,19122.8338,117320.328,18815.60908,32156.56068
39.46,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169973.3713,-152897.5326
39.464,-10658.4517,-7286.623989,-167639.1787,-178183.3459,19361.1481,117462.9098,18670.56861,32287.92188
39.468,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170034.8386,-152933.2954
39.472,-10766.05299,-7447.623604,-166646.6271,-177879.5186,19131.48393,117323.2785,18842.23,32025.24418
39.476,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169972.1643,-152901.7124
39.48,-10713.97343,-7355.757935,-167087.8505,-178079.8126,19266.26495,117389.5514,18606.77673,32364.83423
39.484,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170046.0145,-152936.6929
39.488,-10721.52832,-7422.544947,-166249.7942,-177898.2717,19159.64713,117312.7508,18845.87334,31964.78271
39.492,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-169986.2012,-152908.5073
39.496,-10759.90626,-7414.498319,-166557.3989,-177972.4125,19189.46435,117306.2688,18549.01982,32470.22271
39.5,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170062.5548,-152942.549
39.504,-10586.45673,-7300.280905,-165971.4926,-178012.2209,19267.539,117397.6427,18899.65163,31896.72165
39.508,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170006.8766,-152921.3596
39.512,-10764.15309,-7432.849101,-166085.5983,-177925.362,19161.54702,117249.6965,18549.71272,32534.1934
39.516,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170066.2428,-152941.9679
39.52,-10583.17102,-7312.283792,-165631.9696,-178021.9663,19249.74701,117341.8304,18864.80527,31934.94313
39.524,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170013.0457,-152924.3771
39.528,-10807.96251,-7505.514622,-165569.1165,-177828.9366,19057.16438,117157.2274,18499.26484,32588.17286
39.532,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170068.2098,-152941.722
39.536,-10528.56571,-7295.587038,-165326.4884,-178097.4928,19290.80716,117352.4251,18860.89371,31908.70218
39.54,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170030.9718,-152933.7201
39.544,-10812.3211,-7522.479596,-165078.5628,-177799.7229,19016.88653,117129.243,18525.81871,32552.1195
39.548,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170071.1826,-152942.3032
39.552,-10478.05077,-7252.55993,-165035.6698,-178159.7201,19314.99175,117371.29,18843.32524,31873.49819
39.556,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170053.1671,-152947.0641
39.56,-10762.27555,-7488.214372,-164645.6319,-177829.7189,19022.76504,117138.3401,18567.83999,32482.11384
39.564,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170065.4605,-152949.2322
39.568,-10457.24129,-7239.417105,-164782.2681,-178215.9347,19307.99565,117360.1588,18814.17856,31899.62738
39.572,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170048.272,-152957.6588
39.576,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170061.236,-152952.8979
39.58,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170062.7783,-152949.344
39.584,-10481.31412,-7263.154657,-164470.2154,-178228.9658,19273.21634,117313.0414,18746.00574,31956.19964
39.588,-10497.34032,-7343.39742,-163699.4155,-178245.1037,19248.16003,117223.8356,18643.32183,32094.46753
39.592,-10441.48331,-7241.853445,-164225.6873,-178253.1504,19313.33772,117317.6682,18746.87746,31963.50866
39.596,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170075.8764,-152980.2564
39.6,-10705.16684,-7526.078227,-163046.0516,-177880.0998,18979.51442,117056.8233,18704.69972,32244.38068
39.604,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170064.4994,-152961.6598
39.608,-10447.07125,-7251.487047,-163981.718,-178266.852,19300.77604,117296.4564,18721.53058,32016.50465
39.612,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170109.6276,-153005.3127
39.616,-10666.34186,-7534.303669,-162726.1535,-177888.8616,19001.88851,117044.9098,18721.28471,32176.85606
39.62,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170069.7744,-152976.8366
39.624,-10508.22562,-7387.072729,-163399.2986,-178214.5042,19194.00176,117177.7463,18590.83993,32203.23112
39.628,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170116.9366,-153008.9784
39.632,-10636.99402,-7557.393021,-162425.8801,-177910.8111,18968.22679,117018.6689,18695.87078,32165.07669
39.636,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170071.8308,-152983.2739
39.64,-10529.23626,-7416.733493,-163095.0243,-178163.3187,19121.78327,117136.2391,18518.50969,32326.32218
39.644,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-187500.0224,-170131.197,-153018.7685
39.648,-10535.07007,-7466.130849,-162216.1984,-177962.8906,19017.37827,117071.866,18727.56555,32182.51105
