Fs=1000
t,x
1.301,525
1.302,511
1.303,503
1.304,496
1.305,489
1.306,491
1.307,496
1.308,499
1.309,504
1.310,513
1.311,519
1.312,523
1.313,528
1.314,532
1.315,531
1.316,525
1.317,521
1.318,514
1.319,505
1.320,499
1.321,492
1.322,488
1.323,494
1.324,499
1.325,504
1.326,512
1.327,519
1.328,522
1.329,528
1.330,532
1.331,533
1.332,529
1.333,526
1.334,523
1.335,513
1.336,505
1.337,498
1.338,492
1.339,492
1.340,497
1.341,500
1.342,504
1.343,510
1.344,515
1.345,518
1.346,524
1.347,528
1.348,528
1.349,524
1.350,521
1.351,515
1.352,504
1.353,496
1.354,489
1.355,485
1.356,489
1.357,496
1.358,502
1.359,511
1.360,519
1.361,526
1.362,530
1.363,536
1.364,537
1.365,532
1.366,524
1.367,521
1.368,512
1.369,502
1.370,495
1.371,488
1.372,487
1.373,491
1.374,495
1.375,501
1.376,510
1.377,517
1.378,522
1.379,527
1.380,531
1.381,532
1.382,528
1.383,525
1.384,521
1.385,511
1.386,502
1.387,495
1.388,488
1.389,490
1.390,494
1.391,498
1.392,505
1.393,513
1.394,520
1.395,524
1.396,529
1.397,531
1.398,531
1.399,527
1.400,522
1.401,513
1.402,500
1.403,492
1.404,486
1.405,484
1.406,488
1.407,494
1.408,500
1.409,506
1.410,513
1.411,519
1.412,521
1.413,526
1.414,530
1.415,527
1.416,523
1.417,521
1.418,512
1.419,502
1.420,496
1.421,489
1.422,488
1.423,493
1.424,499
1.425,506
1.426,516
1.427,525
1.428,529
1.429,534
1.430,536
1.431,538
1.432,536
1.433,534
1.434,530
1.435,517
1.436,508
1.437,499
1.438,490
1.439,489
1.440,493
1.441,497
1.442,504
1.443,513
1.444,518
1.445,521
1.446,527
1.447,531
1.448,530
1.449,526
1.450,525
1.451,518
1.452,509
1.453,503
1.454,498
1.455,496
1.456,499
1.457,501
1.458,504
1.459,509
1.460,517
1.461,522
1.462,527
1.463,533
1.464,534
1.465,531
1.466,529
1.467,527
1.468,518
1.469,509
1.470,505
1.471,503
1.472,504
1.473,506
1.474,508
1.475,513
1.476,521
1.477,530
1.478,533
1.479,537
1.480,540
1.481,540
1.482,535
1.483,532
1.484,527
1.485,517
1.486,510
1.487,506
1.488,504
1.489,507
1.490,512
1.491,516
1.492,523
1.493,530
1.494,534
1.495,532
1.496,533
1.497,533
1.498,531
1.499,525
1.500,521
1.501,511
1.502,501
1.503,492
1.504,483
1.505,481
1.506,485
1.507,491
1.508,497
1.509,505
1.510,511
1.511,513
1.512,517
1.513,520
1.514,520
1.515,514
1.516,511
1.517,508
1.518,496
1.519,487
1.520,482
1.521,478
1.522,479
1.523,485
1.524,490
1.525,497
1.526,508
1.527,515
1.528,520
1.529,525
1.530,529
1.531,529
1.532,521
1.533,517
1.534,510
1.535,497
1.536,489
1.537,484
1.538,482
1.539,485
1.540,489
1.541,494
1.542,501
1.543,510
1.544,515
1.545,519
1.546,523
1.547,526
1.548,526
1.549,523
1.550,522
1.551,514
1.552,503
1.553,494
1.554,483
1.555,480
1.556,484
1.557,488
1.558,494
1.559,502
1.560,508
1.561,512
1.562,518
1.563,522
1.564,522
1.565,519
1.566,516
1.567,514
1.568,505
1.569,497
1.570,490
1.571,482
1.572,483
1.573,488
1.574,492
1.575,499
1.576,507
1.577,513
1.578,517
1.579,521
1.580,523
1.581,520
1.582,516
1.583,516
1.584,513
1.585,504
1.586,496
1.587,488
1.588,482
1.589,483
1.590,485
1.591,489
1.592,494
1.593,502
1.594,507
1.595,508
1.596,512
1.597,513
1.598,509
1.599,504
1.600,502
1.601,494
1.602,489
1.603,489
1.604,491
1.605,500
1.606,516
1.607,531
1.608,547
1.609,565
1.610,580
1.611,591
1.612,604
1.613,614
1.614,622
1.615,624
1.616,626
1.617,628
1.618,627
1.619,627
1.620,629
1.621,633
1.622,641
1.623,647
1.624,648
1.625,650
1.626,653
1.627,649
1.628,644
1.629,640
1.630,633
1.631,622
1.632,606
1.633,592
1.634,575
1.635,555
1.636,536
1.637,519
1.638,507
1.639,501
1.640,498
1.641,498
1.642,498
1.643,499
1.644,497
1.645,496
1.646,493
1.647,486
1.648,476
1.649,467
1.650,460
1.651,445
1.652,432
1.653,423
1.654,416
1.655,416
1.656,424
1.657,431
1.658,441
1.659,453
1.660,461
1.661,466
1.662,470
1.663,472
1.664,472
1.665,467
1.666,464
1.667,459
1.668,447
1.669,439
1.670,431
1.671,423
1.672,424
1.673,429
1.674,436
1.675,444
1.676,452
1.677,456
1.678,459
1.679,463
1.680,462
1.681,457
1.682,454
1.683,453
1.684,447
1.685,438
1.686,433
1.687,430
1.688,432
1.689,440
1.690,448
1.691,458
1.692,468
1.693,478
1.694,483
1.695,486
1.696,487
1.697,487
1.698,482
1.699,477
1.700,472
1.701,462
1.702,455
1.703,452
1.704,448
1.705,451
1.706,457
1.707,462
1.708,471
1.709,481
1.710,489
1.711,495
1.712,501
1.713,503
1.714,503
1.715,496
1.716,493
1.717,486
1.718,476
1.719,470
1.720,465
1.721,463
1.722,468
1.723,475
1.724,481
1.725,489
1.726,499
1.727,507
1.728,512
1.729,516
1.730,516
1.731,513
1.732,509
1.733,506
1.734,496
1.735,484
1.736,477
1.737,469
1.738,468
1.739,475
1.740,480
1.741,487
1.742,497
1.743,505
1.744,509
1.745,513
1.746,515
1.747,516
1.748,512
1.749,510
1.750,506
1.751,496
1.752,488
1.753,484
1.754,479
1.755,482
1.756,490
1.757,498
1.758,507
1.759,517
1.760,527
1.761,529
1.762,531
1.763,531
1.764,530
1.765,524
1.766,521
1.767,515
1.768,505
1.769,499
1.770,495
1.771,494
1.772,499
1.773,505
1.774,509
1.775,516
1.776,526
1.777,533
1.778,536
1.779,539
1.780,537
1.781,532
1.782,527
1.783,525
1.784,517
1.785,509
1.786,502
1.787,495
1.788,495
1.789,502
1.790,508
1.791,518
1.792,527
1.793,535
1.794,543
1.795,550
1.796,555
1.797,554
1.798,547
1.799,542
1.800,538
1.801,528
1.802,521
1.803,519
1.804,515
1.805,516
1.806,522
1.807,528
1.808,537
1.809,549
1.810,556
1.811,560
1.812,566
1.813,568
1.814,567
1.815,561
1.816,559
1.817,551
1.818,541
1.819,535
1.820,529
1.821,528
1.822,534
1.823,541
1.824,548
1.825,557
1.826,567
1.827,573
1.828,577
1.829,583
1.830,585
1.831,581
1.832,575
1.833,572
1.834,562
1.835,553
1.836,547
1.837,542
1.838,542
1.839,548
1.840,551
1.841,557
1.842,567
1.843,575
1.844,579
1.845,583
1.846,586
1.847,584
1.848,579
1.849,575
1.850,567
1.851,554
1.852,545
1.853,539
1.854,533
1.855,534
1.856,540
1.857,546
1.858,553
1.859,562
1.860,567
1.861,569
1.862,571
1.863,571
1.864,566
1.865,560
1.866,556
1.867,547
1.868,536
1.869,527
1.870,519
1.871,517
1.872,521
1.873,524
1.874,530
1.875,537
1.876,544
1.877,548
1.878,552
1.879,555
1.880,552
1.881,545
1.882,538
1.883,531
1.884,516
1.885,504
1.886,497
1.887,489
1.888,487
1.889,489
1.890,492
1.891,497
1.892,504
1.893,511
1.894,514
1.895,519
1.896,520
1.897,517
1.898,508
1.899,499
1.900,489
1.901,477
1.902,470
1.903,462
1.904,456
1.905,458
1.906,462
1.907,467
1.908,475
1.909,484
1.910,489
1.911,491
1.912,493
1.913,494
1.914,489
1.915,483
1.916,479
1.917,468
1.918,456
1.919,450
1.920,442
1.921,440
1.922,444
1.923,449
1.924,455
1.925,461
1.926,470
1.927,476
1.928,483
1.929,486
1.930,485
1.931,478
1.932,472
1.933,466
1.934,455
1.935,447
1.936,443
1.937,436
1.938,435
1.939,440
1.940,446
1.941,454
1.942,464
1.943,472
1.944,476
1.945,480
1.946,482
1.947,481
1.948,476
1.949,471
1.950,462
1.951,451
1.952,446
1.953,441
1.954,440
1.955,444
1.956,448
1.957,454
1.958,462
1.959,472
1.960,478
1.961,484
1.962,490
1.963,491
1.964,488
1.965,483
1.966,480
1.967,471
1.968,462
1.969,457
1.970,451
1.971,449
1.972,452
1.973,456
1.974,463
1.975,473
1.976,482
1.977,487
1.978,493
1.979,497
1.980,498
1.981,496
1.982,494
1.983,489
1.984,477
1.985,467
1.986,460
1.987,453
1.988,455
1.989,460
1.990,466
1.991,475
1.992,486
1.993,493
1.994,499
1.995,507
1.996,512
1.997,514
1.998,509
1.999,505
2.000,498
2.001,486
2.002,479
2.003,472
2.004,468
2.005,472
2.006,477
2.007,484
2.008,492
2.009,501
2.010,508
2.011,513
2.012,518
2.013,517
2.014,512
2.015,509
2.016,506
2.017,496
2.018,486
2.019,480
2.020,472
2.021,473
2.022,479
2.023,482
2.024,489
2.025,499
2.026,506
2.027,512
2.028,518
2.029,520
2.030,520
2.031,517
2.032,515
2.033,510
2.034,499
2.035,491
2.036,486
2.037,481
2.038,483
2.039,488
2.040,492
2.041,499
2.042,508
2.043,514
2.044,518
2.045,524
2.046,526
2.047,525
2.048,520
2.049,518
2.050,510
2.051,500
2.052,493
2.053,485
2.054,480
2.055,482
2.056,487
2.057,497
2.058,506
2.059,516
2.060,522
2.061,527
2.062,531
2.063,531
2.064,526
2.065,523
2.066,520
2.067,512
2.068,502
2.069,496
2.070,488
2.071,487
2.072,492
2.073,497
2.074,504
2.075,511
2.076,518
2.077,523
2.078,528
2.079,531
2.080,532
2.081,528
2.082,526
2.083,520
2.084,510
2.085,502
2.086,496
2.087,491
2.088,493
2.089,497
2.090,503
2.091,512
2.092,520
2.093,524
2.094,526
2.095,531
2.096,531
2.097,528
2.098,524
2.099,523
2.100,515
2.101,505
2.102,499
2.103,492
2.104,491
2.105,495
2.106,499
2.107,505
2.108,512
2.109,523
2.110,528
2.111,532
2.112,535
2.113,533
2.114,530
2.115,529
2.116,525
2.117,512
2.118,501
2.119,495
2.120,487
2.121,488
2.122,492
2.123,496
2.124,503
2.125,513
2.126,520
2.127,525
2.128,531
2.129,535
2.130,536
2.131,531
2.132,527
2.133,519
2.134,509
2.135,502
2.136,495
2.137,491
2.138,493
2.139,496
2.140,502
2.141,511
2.142,520
2.143,525
2.144,529
2.145,534
2.146,535
2.147,530
2.148,525
2.149,523
2.150,512
2.151,501
2.152,494
2.153,487
2.154,487
2.155,493
2.156,499
2.157,506
2.158,515
2.159,524
2.160,527
2.161,531
2.162,534
2.163,536
2.164,531
2.165,529
2.166,525
2.167,514
2.168,507
2.169,501
2.170,495
2.171,496
2.172,503
2.173,510
2.174,516
2.175,524
2.176,528
2.177,531
2.178,535
2.179,537
2.180,537
2.181,534
2.182,534
2.183,527
2.184,513
2.185,503
2.186,494
2.187,488
2.188,489
2.189,494
2.190,500
2.191,508
2.192,516
2.193,523
2.194,527
2.195,532
2.196,534
2.197,531
2.198,528
2.199,525
2.200,514
2.201,505
2.202,500
2.203,493
2.204,492
2.205,497
2.206,501
2.207,508
2.208,516
2.209,524
2.210,527
2.211,532
2.212,536
2.213,536
2.214,532
2.215,530
2.216,525
2.217,513
2.218,505
2.219,499
2.220,492
2.221,493
2.222,497
2.223,502
2.224,509
2.225,518
2.226,523
2.227,528
2.228,535
2.229,537
2.230,535
2.231,531
2.232,530
2.233,523
2.234,512
2.235,505
2.236,496
2.237,492
2.238,492
2.239,496
2.240,502
2.241,511
2.242,519
2.243,524
2.244,530
2.245,536
2.246,537
2.247,534
2.248,532
2.249,531
2.250,519
2.251,509
2.252,501
2.253,492
2.254,491
2.255,494
2.256,497
2.257,502
2.258,510
2.259,516
2.260,520
2.261,525
2.262,529
2.263,529
2.264,525
2.265,524
2.266,519
2.267,509
2.268,502
2.269,495
2.270,490
2.271,492
2.272,497
2.273,503
2.274,511
2.275,520
2.276,526
2.277,531
2.278,536
2.279,540
2.280,537
2.281,531
2.282,528
2.283,519
2.284,509
2.285,502
2.286,495
2.287,493
2.288,497
2.289,500
2.290,506
2.291,512
2.292,519
2.293,524
2.294,529
2.295,533
2.296,534
2.297,532
2.298,531
2.299,530
2.300,519
2.301,510
2.302,502
2.303,493
2.304,492
2.305,497
2.306,502
2.307,508
2.308,517
2.309,525
2.310,527
2.311,532
2.312,536
2.313,536
2.314,532
2.315,530
2.316,525
2.317,516
2.318,510
2.319,504
2.320,497
2.321,498
2.322,500
2.323,504
2.324,512
