Fs=100
t,x
17.24,496
17.25,488
17.26,487
17.27,488
17.28,488
17.29,492
17.3,492
17.31,495
17.32,497
17.33,497
17.34,499
17.35,498
17.36,501
17.37,503
17.38,501
17.39,504
17.4,502
17.41,503
17.42,504
17.43,504
17.44,506
17.45,504
17.46,506
17.47,507
17.48,504
17.49,505
17.5,504
17.51,507
17.52,508
17.53,507
17.54,507
17.55,506
17.56,507
17.57,508
17.58,507
17.59,508
17.6,505
17.61,508
17.62,508
17.63,507
17.64,508
17.65,507
17.66,505
17.67,507
17.68,506
17.69,506
17.7,504
17.71,505
17.72,506
17.73,507
17.74,508
17.75,507
17.76,512
17.77,516
17.78,517
17.79,516
17.8,514
17.81,513
17.82,507
17.83,502
17.84,503
17.85,501
17.86,501
17.87,503
17.88,503
17.89,505
17.9,503
17.91,504
17.92,494
17.93,513
17.94,560
17.95,589
17.96,543
17.97,485
17.98,462
17.99,488
18,492
18.01,494
18.02,496
18.03,496
18.04,499
18.05,500
18.06,503
18.07,506
18.08,507
18.09,508
18.1,508
18.11,511
18.12,511
18.13,511
18.14,512
18.15,511
18.16,512
18.17,516
18.18,517
18.19,519
18.2,515
18.21,510
18.22,506
18.23,501
18.24,494
18.25,487
18.26,486
18.27,488
18.28,490
18.29,493
18.3,492
18.31,494
18.32,498
18.33,498
18.34,500
18.35,499
18.36,502
18.37,503
18.38,503
18.39,505
18.4,503
18.41,504
18.42,505
18.43,506
18.44,507
18.45,505
18.46,505
18.47,508
18.48,507
18.49,508
18.5,505
18.51,506
18.52,509
18.53,507
18.54,509
18.55,504
18.56,507
18.57,509
18.58,506
18.59,507
18.6,504
18.61,507
18.62,508
18.63,507
18.64,508
18.65,507
18.66,507
18.67,509
18.68,508
18.69,510
18.7,506
18.71,507
18.72,508
18.73,506
18.74,508
18.75,508
18.76,513
18.77,515
18.78,515
18.79,514
18.8,510
18.81,509
18.82,504
18.83,500
18.84,503
18.85,499
18.86,501
18.87,503
18.88,503
18.89,505
18.9,504
18.91,500
18.92,492
18.93,531
18.94,576
18.95,577
18.96,519
18.97,461
18.98,474
18.99,491
19,492
19.01,496
19.02,498
19.03,498
19.04,502
19.05,499
19.06,503
19.07,505
19.08,506
19.09,509
19.1,509
19.11,512
19.12,512
19.13,512
19.14,512
19.15,511
19.16,513
19.17,516
19.18,517
19.19,519
19.2,512
19.21,510
19.22,508
19.23,498
19.24,491
19.25,487
19.26,487
19.27,489
19.28,491
19.29,494
19.3,493
19.31,496
19.32,498
19.33,498
19.34,500
19.35,499
19.36,501
19.37,504
19.38,502
19.39,504
19.4,502
19.41,505
19.42,504
19.43,504
19.44,507
19.45,504
19.46,507
19.47,505
19.48,505
19.49,505
19.5,504
19.51,506
19.52,507
19.53,507
19.54,508
19.55,506
19.56,507
19.57,509
19.58,506
19.59,507
19.6,504
19.61,507
19.62,507
19.63,506
19.64,507
19.65,505
19.66,507
19.67,508
19.68,508
19.69,509
19.7,506
19.71,507
19.72,507
19.73,507
19.74,508
19.75,510
19.76,515
19.77,517
19.78,514
19.79,515
19.8,510
19.81,508
19.82,503
19.83,503
19.84,502
19.85,500
19.86,502
19.87,503
19.88,505
19.89,504
19.9,503
19.91,495
19.92,504
19.93,549
19.94,589
19.95,556
19.96,496
19.97,458
19.98,483
19.99,492
20,492
20.01,496
20.02,497
20.03,498
20.04,502
20.05,500
20.06,504
20.07,507
20.08,508
20.09,510
20.1,509
20.11,511
20.12,511
20.13,512
20.14,514
20.15,513
20.16,516
20.17,518
20.18,519
20.19,519
20.2,510
20.21,508
20.22,505
20.23,496
20.24,490
20.25,487
20.26,489
20.27,492
20.28,493
20.29,495
20.3,492
20.31,495
20.32,497
20.33,499
20.34,501
20.35,498
20.36,501
20.37,503
20.38,502
20.39,504
20.4,503
20.41,504
20.42,505
20.43,505
20.44,508
20.45,504
20.46,505
20.47,507
20.48,506
20.49,508
20.5,505
20.51,505
20.52,506
20.53,506
20.54,508
20.55,505
20.56,505
20.57,507
20.58,507
20.59,508
20.6,506
20.61,508
20.62,507
20.63,505
20.64,508
20.65,507
20.66,508
20.67,506
20.68,507
20.69,508
20.7,505
20.71,507
20.72,507
20.73,508
20.74,509
20.75,512
20.76,514
20.77,516
20.78,515
20.79,514
20.8,508
20.81,504
20.82,501
20.83,500
20.84,502
20.85,502
20.86,502
20.87,503
20.88,506
20.89,506
20.9,502
20.91,491
20.92,522
20.93,566
20.94,587
20.95,530
20.96,473
20.97,468
20.98,490
20.99,493
21,492
21.01,496
21.02,496
21.03,498
21.04,503
21.05,500
21.06,504
21.07,506
21.08,507
21.09,510
21.1,509
21.11,512
21.12,512
21.13,513
21.14,515
21.15,512
21.16,516
21.17,518
21.18,519
21.19,517
21.2,509
21.21,507
21.22,500
21.23,490
21.24,488
21.25,486
21.26,490
21.27,490
21.28,491
21.29,495
21.3,495
21.31,497
21.32,498
21.33,500
21.34,502
21.35,499
21.36,502
21.37,502
21.38,504
21.39,504
21.4,502
21.41,504
21.42,503
21.43,504
21.44,507
21.45,504
21.46,506
21.47,505
21.48,506
21.49,507
21.5,504
21.51,507
21.52,507
21.53,508
21.54,509
21.55,506
21.56,508
21.57,508
21.58,509
21.59,509
21.6,505
21.61,508
21.62,506
21.63,508
21.64,508
21.65,506
21.66,507
21.67,507
21.68,507
21.69,508
21.7,506
21.71,508
21.72,507
21.73,506
21.74,512
